,Date,Time,Tair,Tsoil,RH,VPD,u,LAI,SWC,SW,PAR,APAR,GPP_canopy,Reco_canopy,NEE_canopy,SIFcanopy_760nm,APAR_label,SIF_NN,NEE_NN,GPP_NN,Reco_NN,Reco_NT,Reco_DT,GPP_NT,GPP_DT
9/20/14 19:00,9/20/14,19:00:00,15.4,12.97,84.19779,0.278366426,2,5.114,0.566,0,0,0,0,3.739660491,3.739660491,0,0,-0.002770841,3.89946506,0,3.89946506,3.18666,1.800121,-1.000804,0
9/20/14 20:00,9/20/14,20:00:00,14.6,12.84,86.80013,0.220686897,2.2,5.114,0.566,0,0,0,0,3.595177229,3.595177229,0,0,-0.00083806,3.79218849,0,3.79218849,3.16992,1.778129,-0.0885707,0
9/20/14 21:00,9/20/14,21:00:00,14.5,12.81,84.90226,0.250768742,2.4,5.114,0.567,0,0,0,0,3.584238154,3.584238154,0,0,-0.003873988,3.8219592,0,3.8219592,3.16819,1.800726,-0.74213105,0
9/20/14 22:00,9/20/14,22:00:00,14.7,12.94,89.09777,0.183470402,2.4,5.114,0.567,0,0,0,0,3.628722325,3.628722325,0,0,0.0024096,3.84430333,0,3.84430333,3.19052,1.843202,-0.27221125,0
9/20/14 23:00,9/20/14,23:00:00,15,13.13,91.59751,0.144203858,2,5.114,0.567,0,0,0,0,3.715270913,3.715270913,0,0,0.005355245,3.84581425,0,3.84581425,3.22199,1.8929,-0.7810656,0
9/21/14 00:00,9/21/14,00:00:00,15.1,13.35,93.79744,0.107145866,1.7,5.114,0.567,0,0,0,0,3.742845279,3.742845279,0,0,0.005431343,3.87555294,0,3.87555294,3.25812,1.929406,-0.98934245,0
9/21/14 01:00,9/21/14,01:00:00,15.5,13.63,96.301674,0.065574059,2.1,5.114,0.567,0.155,0.34,0.32,0.02,3.812472562,3.792472562,0.0004,0,0.004059898,3.92361716,0.0018,3.92541716,3.30354,1.98717,0.50280386,0.012184
9/21/14 02:00,9/21/14,02:00:00,15.7,13.86,97.70133,0.041290798,1.5,5.114,0.567,0,0,0,0,3.850369607,3.850369607,0,0,0.003143575,3.99513347,0,3.99513347,3.34154,2.031526,-0.07314314,0
9/21/14 03:00,9/21/14,03:00:00,15.9,14.08,98.79781,0.021877179,1.8,5.114,0.567,0,0,0,0,3.897914307,3.897914307,0,0,0.003094954,4.00684268,0,4.00684268,3.37816,2.076299,-1.1549963,0
9/21/14 04:00,9/21/14,04:00:00,16.2,14.29,98.802376,0.022222179,2.2,5.114,0.567,0,0,0,0,3.945107328,3.945107328,0,0,0.003225066,4.01145218,0,4.01145218,3.4134,2.128826,-0.14793988,0
9/21/14 05:00,9/21/14,05:00:00,16.9,14.53,98.60022,0.027174979,1.9,5.114,0.57,0.003,0.01,0.01,0,4.063574183,4.063574183,0,0,0.001017838,4.1626581,0,4.1626581,3.4534,2.211782,-0.01417452,0.00024214
9/21/14 06:00,9/21/14,06:00:00,17.5,14.82,98.30148,0.034272265,2.2,5.114,0.571,20.239,44.42,42.16,1.79,4.193553069,2.403553107,0.0457,0,0.000630399,4.16824625,0.1611,4.32934625,3.50134,2.288676,1.4190911,1.5528
9/21/14 07:00,9/21/14,07:00:00,18.1,15.12,97.99986,0.04193973,1.9,5.114,0.571,58.046,127.5,121.84,4.97,4.343784751,-0.626215039,0.1499,1,0.12039871,-0.608549675,4.979756144,4.371206469,3.55106,2.366841,3.6082556,4.1986
9/21/14 08:00,9/21/14,08:00:00,18.4,15.37,97.89927,0.044901025,1.8,5.114,0.571,61.605,135.41,129.81,5.48,4.412297533,-1.067702486,0.1561,1,0.12812172,-0.665170455,5.157442756,4.492272301,3.59319,2.422932,3.2645047,4.4422
9/21/14 09:00,9/21/14,09:00:00,18.8,15.74,97.79847,0.048270088,1.9,5.114,0.57,94.193,207.14,198.08,8.12,4.524799264,-3.595200621,0.2477,1,0.25001442,-2.54949619,7.12645765,4.57696146,3.65435,2.487526,6.9323144,6.4768
9/21/14 10:00,9/21/14,10:00:00,19.5,16.31,97.70155,0.05268472,2.2,5.114,0.57,142.256,312.97,297.58,11.63,4.704114285,-6.92588583,0.3898,1,0.38605237,-6.1734815,10.66513314,4.49165164,3.74746,2.576911,10.8305435,9.1464
9/21/14 11:00,9/21/14,11:00:00,20.8,17.19,97.30119,0.067144906,2.1,5.114,0.57,269.885,593.87,562.52,19.07,5.103796029,-13.96620367,0.7681,1,0.7664708,-13.04719505,17.79816794,4.75097289,3.8907,2.716297,18.44919,14.757
9/21/14 12:00,9/21/14,12:00:00,21.8,18.08,95.49816,0.119232705,1.6,5.114,0.569,406.91,895.42,847.49,24.69,5.503554126,-19.18644641,1.1281,1,1.1499666,-18.5531092,23.81668594,5.26357674,4.03696,2.833749,23.511427,19.176
9/21/14 13:00,9/21/14,13:00:00,22.7,18.65,87.800476,0.341695977,1.9,5.114,0.569,394.986,869.06,824.74,23.9,5.632571335,-18.26742828,1.094,1,1.0994197,-17.5594944,22.77168078,5.21218638,4.13264,2.944906,22.173008,18.882
9/21/14 14:00,9/21/14,14:00:00,23,18.7,84.60124,0.439386073,1.9,5.114,0.568,237.196,521.72,497.87,16.77,5.56414089,-11.20585957,0.6738,1,0.60564744,-10.0816686,15.38553091,5.30386231,4.14432,3.00753,16.450048,13.583
9/21/14 15:00,9/21/14,15:00:00,22,18.5,88.40161,0.311038489,1.6,5.114,0.568,165.904,364.76,349.38,12.47,5.287479622,-7.182520645,0.4656,1,0.4358437,-6.13244996,11.45224455,5.31979459,4.11543,2.960377,11.615692,10.444
9/21/14 16:00,9/21/14,16:00:00,21.4,18.36,92.7989,0.186020275,1.3,5.114,0.568,146.187,321.2,307.51,10.57,5.132810966,-5.437188729,0.402,1,0.38117674,-5.17439417,10.39646741,5.22207324,4.09626,2.945531,10.321864,9.4786
9/21/14 17:00,9/21/14,17:00:00,20.5,18.15,93.40189,0.161092351,1.4,5.114,0.568,50.424,110.7,105.36,4.08,4.835799688,0.755799764,0.1262,1,0.10418292,0.505127835,4.444972474,4.950100309,4.06573,2.903332,3.0131543,3.7847
9/21/14 19:00,9/21/14,19:00:00,18.8,17.68,95.8008,0.092070417,0.8,5.114,0.568,0,0,0,0,4.430070997,4.430070997,0,0,0.001324667,4.77205095,0,4.77205095,3.99662,2.822335,0.3486182,0
9/21/14 20:00,9/21/14,20:00:00,18.4,17.54,96.898056,0.066300982,0.6,5.114,0.568,0,0,0,0,4.325376351,4.325376351,0,0,0.003586666,4.64377974,0,4.64377974,3.97742,2.819794,-0.17398086,0
9/21/14 21:00,9/21/14,21:00:00,18.9,17.62,98.601494,0.030858858,1.2,5.114,0.568,0,0,0,0,4.488059686,4.488059686,0,0,0.001504866,4.72516386,0,4.72516386,3.99377,2.898407,-0.02636844,0
9/21/14 22:00,9/21/14,22:00:00,19.3,17.8,98.59857,0.031718829,1.5,5.114,0.568,0,0,0,0,4.604091635,4.604091635,0,0,-0.000249313,4.73345825,0,4.73345825,4.02636,2.968842,-0.4627393,0
9/21/14 23:00,9/21/14,23:00:00,19.3,18,98.39975,0.036218758,2,5.114,0.568,0,0,0,0,4.620785449,4.620785449,0,0,-0.000125167,4.4913851,0,4.4913851,4.06231,3.002834,-1.2445213,0
9/22/14 00:00,9/22/14,00:00:00,17.8,17.88,96.79796,0.065864837,2.4,5.124,0.568,0,0,0,0,4.356770344,4.356770344,0,0,0.004017402,4.2251449,0,4.2251449,4.04626,2.895618,-0.9887668,0
9/22/14 01:00,9/22/14,01:00:00,16.1,17.57,91.102036,0.164037284,1.7,5.124,0.568,0,0,0,0,4.04638273,4.04638273,0,0,0.00642666,4.05210373,0,4.05210373,3.99935,2.764279,-0.6061119,0
9/22/14 02:00,9/22/14,02:00:00,15.7,17.33,87.69739,0.220990631,1.9,5.124,0.568,0,0,0,0,3.978326077,3.978326077,0,0,0.003929007,3.96339984,0,3.96339984,3.96383,2.754463,-1.8685064,0
9/22/14 03:00,9/22/14,03:00:00,14.8,16.98,86.69854,0.225315492,2.1,5.124,0.568,0,0,0,0,3.796553207,3.796553207,0,0,-0.001028374,3.833145,0,3.833145,3.91054,2.695886,0.0376751,0
9/22/14 04:00,9/22/14,04:00:00,14.1,16.61,87.797195,0.197433238,2.4,5.124,0.568,0,0,0,0,3.674078708,3.674078708,0,0,-0.002121799,3.77968464,0,3.77968464,3.85412,2.655311,0.30487305,0
9/22/14 05:00,9/22/14,05:00:00,13.4,16.34,89.3005,0.165308147,1.7,5.124,0.568,0,0,0,0,3.564956723,3.564956723,0,0,-0.001940174,3.59389101,0,3.59389101,3.8139,2.613665,0.05257142,0
9/22/14 07:00,9/22/14,07:00:00,15.3,16.28,78.20005,0.381526758,2.9,5.124,0.568,194.67,427.59,408.62,11.53,3.94292764,-7.587072093,0.4891,1,0.5220411,-8.2963549,12.17399465,3.87763975,3.81072,2.854763,10.5301075,12.11
9/22/14 08:00,9/22/14,08:00:00,15.6,16.4,72.400826,0.492548148,3,5.124,0.567,268.675,590.56,566.21,15.86,4.036887263,-11.82311239,0.7086,1,0.71209973,-11.33158976,15.35689664,4.02530688,3.83332,2.912653,15.670186,15.24
9/22/14 09:00,9/22/14,09:00:00,15.8,16.56,65.70251,0.620097898,4.2,5.124,0.567,388.578,854.51,817.4,20.67,4.092292205,-16.57770787,1.0058,1,1.0064701,-15.67324062,19.57675876,3.90351814,3.86245,2.960924,20.747532,19.281
9/22/14 10:00,9/22/14,10:00:00,16.1,17.27,62.499416,0.691337226,4.1,5.124,0.566,708.91,1559.58,1483.5,28.49,4.286101669,-24.2038981,1.6989,1,1.5566626,-24.03206955,27.9871939,3.95512435,3.98111,3.019803,28.432096,26.341
9/22/14 11:00,9/22/14,11:00:00,16,17.93,61.000538,0.71432319,3.5,5.124,0.566,802.124,1765.02,1672.72,30.44,4.368232012,-26.07176852,1.896,1,1.7609395,-25.95881094,30.03533596,4.07652502,4.09253,3.037856,30.623135,27.795
9/22/14 12:00,9/22/14,12:00:00,15.8,17.98,55.901615,0.797297855,4.3,5.124,0.565,803.126,1767.28,1673.68,29.81,4.299786494,-25.51021297,1.8878,1,1.7056109,-24.95426417,28.72263058,3.76836641,4.10421,3.045315,28.6136,27.835
9/22/14 13:00,9/22/14,13:00:00,15.6,17.65,53.0973,0.837048184,3.9,5.124,0.564,663.91,1460.73,1386.99,26.77,4.208612909,-22.56138755,1.5979,1,1.4639109,-21.11590536,25.17776329,4.06185793,4.05346,3.052433,24.198494,25.645
9/22/14 14:00,9/22/14,14:00:00,15.3,17.28,53.40184,0.815526962,3.7,5.124,0.564,648.697,1426.8,1362.24,25.53,4.146197208,-21.38380348,1.5541,1,1.4427195,-20.81827996,24.78131421,3.96303425,3.99624,3.048626,25.586119,25.396
9/22/14 15:00,9/22/14,15:00:00,15.2,16.88,54.199707,0.796354787,2.7,5.124,0.563,519.315,1141.73,1093.88,21.82,4.092609984,-17.72738971,1.2626,1,1.2612865,-17.59592846,21.5628317,3.96690324,3.93424,3.06565,20.837479,22.782
9/22/14 16:00,9/22/14,16:00:00,13.7,16.09,55.898388,0.694995176,2.9,5.124,0.563,334.357,734.63,703.31,15.66,3.745933279,-11.91406657,0.8106,1,0.82368547,-11.60945854,15.37349649,3.76403795,3.80906,2.9322,15.782558,17.708
9/22/14 17:00,9/22/14,17:00:00,11.3,15.05,61.702423,0.514545293,3.3,5.124,0.563,130.087,285.59,271.77,7.25,3.320612776,-3.929387224,0.2951,1,0.2994691,-4.12749718,7.462828554,3.335331374,3.64458,2.700352,7.9069867,8.9278
9/22/14 19:00,9/22/14,19:00:00,8,13.72,74.8027,0.270659088,1.9,5.124,0.564,0,0,0,0,2.875246887,2.875246887,0,0,-0.003521365,2.92185117,0,2.92185117,3.43877,2.393104,1.3693743,0
9/22/14 20:00,9/22/14,20:00:00,7,13.37,79.59578,0.204591349,1.3,5.124,0.564,0,0,0,0,2.75321931,2.75321931,0,0,-0.007371198,2.85589521,0,2.85589521,3.3864,2.307371,1.1709572,0
9/22/14 21:00,9/22/14,21:00:00,7.1,12.99,79.701546,0.204941645,1.8,5.124,0.564,0,0,0,0,2.760135637,2.760135637,0,0,-0.007181709,2.82634476,0,2.82634476,3.32949,2.338589,0.8378008,0
9/22/14 22:00,9/22/14,22:00:00,6.5,12.82,82.29559,0.17148167,1.2,5.124,0.564,0,0,0,0,2.694274026,2.694274026,0,0,-0.00783376,2.79354862,0,2.79354862,3.30562,2.294239,0.9701187,0
9/22/14 23:00,9/22/14,23:00:00,5.8,12.66,85.00117,0.138375536,1,5.124,0.565,0,0,0,0,2.628862269,2.628862269,0,0,-0.008869989,2.68282072,0,2.68282072,3.28334,2.238394,-0.9479545,0
9/23/14 00:00,9/23/14,00:00:00,5.3,12.43,86.404625,0.121124531,1,5.124,0.565,0,0,0,0,2.794783274,2.794783274,0,0,-0.009480676,2.61585197,0,2.61585197,3.25014,2.203508,0.32540795,0
9/23/14 01:00,9/23/14,01:00:00,5.4,12.06,86.60505,0.120176319,1.7,5.124,0.565,0,0,0,0,2.789663936,2.789663936,0,0,-0.009461789,2.66727362,0,2.66727362,3.19521,2.233437,0.13364555,0
9/23/14 02:00,9/23/14,02:00:00,6,11.72,83.09849,0.158116397,2.4,5.124,0.565,0,0,0,0,2.835746926,2.835746926,0,0,-0.008339868,2.67404194,0,2.67404194,3.14513,2.31883,-1.2218833,0
9/23/14 03:00,9/23/14,03:00:00,6,11.57,82.89539,0.160016438,1.8,5.124,0.566,0,0,0,0,2.819717289,2.819717289,0,0,-0.00831876,2.73743122,0,2.73743122,3.12455,2.338433,0.3784316,0
9/23/14 04:00,9/23/14,04:00:00,5.9,11.34,83.60371,0.152325757,1.7,5.124,0.566,0,0,0,0,2.800283032,2.800283032,0,0,-0.008532116,2.74393245,0,2.74393245,3.09164,2.346786,0.48618153,0
9/23/14 05:00,9/23/14,05:00:00,6.1,11.09,82.59666,0.163947778,1.6,5.124,0.566,0,0,0,0,2.810017299,2.810017299,0,0,-0.008192562,2.77912911,0,2.77912911,3.05572,2.388984,0.00918156,0
9/23/14 07:00,9/23/14,07:00:00,9.5,11.4,72.80209,0.323638366,1,5.124,0.566,203.863,447.78,427.87,11.09,3.252744955,-7.837255197,0.4974,1,0.61496866,-7.84671582,11.02464156,3.17792574,3.10866,2.825481,10.23052,12.807
9/23/14 08:00,9/23/14,08:00:00,11.2,11.96,66.20114,0.451069163,1.4,5.124,0.566,402.296,884.25,847.79,18.51,3.585691707,-14.92430852,0.986,1,1.0165201,-14.80529557,18.19093889,3.38564332,3.19831,3.051387,18.192507,20.1
9/23/14 09:00,9/23/14,09:00:00,12.3,12.79,63.097733,0.530043204,1.6,5.124,0.566,575.642,1265.86,1211.05,23.78,3.859589203,-19.92041148,1.3898,1,1.3969104,-20.02595166,23.51281594,3.48686428,3.3314,3.208836,23.200962,24.407
9/23/14 10:00,9/23/14,10:00:00,13.8,13.87,60.498882,0.626610306,1.5,5.124,0.566,704.769,1550.45,1475.21,27.4,4.213481065,-23.18651855,1.6857,1,1.6398628,-23.38386077,27.06562302,3.68176225,3.5062,3.417865,27.61882,26.865
9/23/14 11:00,9/23/14,11:00:00,14.4,14.75,61.00185,0.64351389,1.9,5.124,0.565,778.861,1713.8,1624.65,29.43,4.348924732,-25.08107557,1.8452,1,1.7307391,-24.85013945,28.66453767,3.81439822,3.65112,3.518567,28.620825,28.077
9/23/14 12:00,9/23/14,12:00:00,15.2,15.32,58.00128,0.730254731,2.2,5.124,0.564,799.102,1758.39,1665.86,29.76,4.471727852,-25.28827238,1.8899,1,1.7648858,-25.03365907,28.97408131,3.94042224,3.74698,3.645408,29.0051,28.405
9/23/14 13:00,9/23/14,13:00:00,16.6,15.62,54.900963,0.858756035,2.1,5.124,0.564,750.893,1652.08,1569.15,28.64,4.693770242,-23.94622915,1.7991,1,1.7301402,-23.89524577,28.03308605,4.13784028,3.79923,3.849406,27.464205,27.695
9/23/14 14:00,9/23/14,14:00:00,17.5,15.57,53.901035,0.930172015,2.1,5.124,0.563,649.11,1427.67,1363.47,26.19,4.771615273,-21.41838526,1.5837,1,1.5758523,-21.42031135,25.70209569,4.28178434,3.79417,3.992528,24.197798,25.974
9/23/14 15:00,9/23/14,15:00:00,18.5,15.39,50.100517,1.073375607,1.6,5.124,0.562,497.076,1092.82,1047.17,21.6,4.864233131,-16.73576725,1.2375,1,1.3057477,-16.88932213,21.50872472,4.61940259,3.76778,4.150036,20.599216,21.039
9/23/14 16:00,9/23/14,16:00:00,18.3,15.09,54.39773,0.968501857,1.6,5.124,0.562,304.966,670.04,641.38,15.41,4.662176783,-10.74782306,0.7638,1,0.7408887,-10.89763996,15.45509066,4.5574507,3.72176,4.154758,14.528828,17.067
9/23/14 17:00,9/23/14,17:00:00,16.7,14.63,63.50139,0.699493481,1.4,5.124,0.562,122.053,267.95,254.91,7.23,4.25364796,-2.976352059,0.2851,1,0.27813318,-3.42884195,7.680440724,4.251598774,3.64975,3.97767,6.576617,8.6597
9/23/14 19:00,9/23/14,19:00:00,13,13.56,79.299614,0.31147315,1.2,5.124,0.563,0,0,0,0,3.610509907,3.610509907,0,0,0.000629358,3.6044471,0,3.6044471,3.48242,3.550839,0.8253084,0
9/23/14 20:00,9/23/14,20:00:00,12.3,13.3,81.902435,0.259943132,1,5.124,0.563,0,0,0,0,3.509951376,3.509951376,0,0,0.003889603,3.53493964,0,3.53493964,3.44348,3.484673,-1.0093106,0
9/23/14 21:00,9/23/14,21:00:00,11,13.03,84.89694,0.198873019,1,5.124,0.563,0,0,0,0,3.358971761,3.358971761,0,0,0.00240849,3.31883596,0,3.31883596,3.40301,3.338619,-0.16342945,0
9/23/14 22:00,9/23/14,22:00:00,10.7,12.92,90.09832,0.127779112,1,5.124,0.563,0,0,0,0,3.324494086,3.324494086,0,0,-0.006454461,3.269735,0,3.269735,3.38819,3.322933,-0.49809834,0
9/23/14 23:00,9/23/14,23:00:00,9.9,12.79,91.40042,0.105142084,0.9,5.124,0.564,0,0,0,0,3.23933767,3.23933767,0,0,-0.010906057,3.17582112,0,3.17582112,3.37018,3.24051,0.7608724,0
9/24/14 00:00,9/24/14,00:00:00,10.3,12.78,94.39959,0.070349524,1.2,5.124,0.564,0,0,0,0,3.288929969,3.288929969,0,0,-0.013240486,3.22032573,0,3.22032573,3.37135,3.316842,-0.02677047,0
9/24/14 01:00,9/24/14,01:00:00,10.3,12.81,94.59862,0.067849403,0.9,5.124,0.564,0,0,0,0,3.280152492,3.280152492,0,0,-0.013372514,3.2284216,0,3.2284216,3.37892,3.323228,0.01974918,0
9/24/14 02:00,9/24/14,02:00:00,10,12.74,95.503876,0.055344805,1.2,5.124,0.564,0,0,0,0,3.247299839,3.247299839,0,0,-0.013554589,3.18286395,0,3.18286395,3.37048,3.289454,-0.2729353,0
9/24/14 03:00,9/24/14,03:00:00,10.4,12.7,96.3979,0.045554106,1.8,5.124,0.564,0,0,0,0,3.295669356,3.295669356,0,0,-0.013826929,3.20854726,0,3.20854726,3.36683,3.349424,1.2520677,0
9/24/14 04:00,9/24/14,04:00:00,10.4,12.63,95.70206,0.054354073,1.8,5.124,0.564,0,0,0,0,3.292815067,3.292815067,0,0,-0.013478295,3.20854726,0,3.20854726,3.35837,3.355833,0.6497219,0
9/24/14 05:00,9/24/14,05:00:00,10.1,12.48,95.49777,0.055795954,1.7,5.124,0.565,0,0,0,0,3.246824279,3.246824279,0,0,-0.013752159,3.19219332,0,3.19219332,3.3371,3.321854,0.00193506,0
9/24/14 07:00,9/24/14,07:00:00,12.7,12.74,81.40106,0.274342217,2.1,5.124,0.565,200.797,441.04,421.39,11.44,3.667429576,-7.772570004,0.4948,1,0.55092114,-9.17375222,12.55440826,3.380656035,3.38429,3.687437,11.216307,12.861
9/24/14 08:00,9/24/14,08:00:00,14.2,13.29,73.49883,0.431597353,2.8,5.124,0.565,400.123,879.46,843.19,19.37,3.979817258,-15.39018358,0.9914,1,0.9771126,-16.0115409,19.78001828,3.76847738,3.4759,3.899658,18.714312,20.444
9/24/14 09:00,9/24/14,09:00:00,15.6,14.18,67.20092,0.585348186,2.8,5.124,0.564,579.051,1273.34,1218.34,25.15,4.31577079,-20.83422883,1.417,1,1.4263581,-21.21746993,25.19315242,3.97568249,3.62396,4.099412,24.834118,25.07
9/24/14 10:00,9/24/14,10:00:00,16.1,15.05,63.898895,0.665537357,2.6,5.124,0.564,672.859,1480.23,1408.84,28.02,4.490871178,-23.52912928,1.6344,1,1.564586,-23.38868705,27.47056632,4.08187927,3.7651,4.175961,27.589893,27.002
9/24/14 11:00,9/24/14,11:00:00,16.8,15.75,60.998608,0.752296476,2.4,5.124,0.563,659.707,1451.59,1376.46,28.38,4.638831437,-23.74116772,1.6221,1,1.5479558,-22.7294807,26.98126419,4.25178349,3.87909,4.280406,28.133986,26.787
9/24/14 12:00,9/24/14,12:00:00,16.8,16.03,61.102295,0.750296451,2.2,5.124,0.562,585.159,1287.6,1220.25,27.02,4.61988074,-22.40011972,1.47,1,1.4478317,-20.62608564,24.96111071,4.33502507,3.92343,4.288294,26.010561,25.29
9/24/14 13:00,9/24/14,13:00:00,17.5,16.31,59.501266,0.817172193,2,5.124,0.562,619.807,1363.65,1295.65,27.31,4.821069485,-22.48892998,1.5448,1,1.5141642,-21.47432693,25.87703024,4.40270331,3.96785,4.393252,25.790163,26.056
9/24/14 14:00,9/24/14,14:00:00,17.1,15.9,61.49859,0.757149152,2,5.124,0.561,398.915,877.37,838.13,21.41,4.584510326,-16.82548952,1.05,1,1.0116093,-15.15819687,19.52889417,4.3706973,3.89687,4.345739,20.556654,20.493
9/24/14 15:00,9/24/14,15:00:00,17.4,15.65,57.500385,0.852056141,2,5.124,0.561,401.514,882.71,845.95,19.94,4.604496924,-15.33550361,1.0258,1,1.04021,-14.77969055,19.10819596,4.32850541,3.85284,4.395437,19.346182,20.587
9/24/14 16:00,9/24/14,16:00:00,16.6,15.26,63.497944,0.695056141,1.6,5.124,0.561,212.741,467.4,447.34,12.66,4.348845337,-8.311154511,0.553,1,0.516613,-8.408094,12.60580657,4.19771257,3.7858,4.291981,12.039179,13.43
9/24/14 17:00,9/24/14,17:00:00,15.1,14.82,71.49863,0.492345687,1.1,5.124,0.561,93.206,204.62,194.6,6.01,4.001142986,-2.008857243,0.221,1,0.22095373,-2.4670166,6.471461424,4.004444824,3.71089,4.090608,5.5034914,6.8874
9/24/14 19:00,9/24/14,19:00:00,11.5,13.7,86.10056,0.189263618,1.5,5.124,0.561,0,0,0,0,3.455879088,3.455879088,0,0,0.005054376,3.33622585,0,3.33622585,3.52349,3.604097,-0.7104541,0
9/24/14 20:00,9/24/14,20:00:00,11.1,13.41,89.50363,0.139144558,1.7,5.124,0.561,0,0,0,0,3.414113193,3.414113193,0,0,-0.001662332,3.2710014,0,3.2710014,3.4744,3.555274,-0.02906655,0
9/24/14 21:00,9/24/14,21:00:00,11.4,13.35,91.69905,0.112276717,1.8,5.124,0.562,0,0,0,0,3.481834065,3.481834065,0,0,-0.004368156,3.3075056,0,3.3075056,3.46256,3.603523,-0.10170563,0
9/24/14 22:00,9/24/14,22:00:00,11.3,13.3,93.09698,0.092745193,1.9,5.124,0.562,0,0,0,0,3.449802491,3.449802491,0,0,-0.007025152,3.2789689,0,3.2789689,3.45235,3.596244,0.3936438,0
9/24/14 23:00,9/24/14,23:00:00,10.6,13.25,94.59999,0.069218317,1.2,5.124,0.562,0,0,0,0,3.337770695,3.337770695,0,0,-0.012618866,3.23529735,0,3.23529735,3.44215,3.505407,0.2185764,0
9/25/14 00:00,9/25/14,00:00:00,10.1,13.2,95.90123,0.050795888,0.8,5.124,0.562,0,0,0,0,3.285738515,3.285738515,0,0,-0.013151864,3.18478442,0,3.18478442,3.43197,3.442315,-0.12222264,0
9/25/14 01:00,9/25/14,01:00:00,9.6,13.12,96.49928,0.041940027,0.7,5.124,0.563,0,0,0,0,3.242633578,3.242633578,0,0,-0.013620472,3.08826913,0,3.08826913,3.417,3.379155,-0.35996202,0
9/25/14 02:00,9/25/14,02:00:00,10,13.09,97.299255,0.033244677,0.9,5.124,0.563,0,0,0,0,3.311413083,3.311413083,0,0,-0.014048448,3.17609419,0,3.17609419,3.41006,3.441058,-0.3476046,0
9/25/14 03:00,9/25/14,03:00:00,9.8,13.03,97.59625,0.029190922,0.6,5.124,0.563,0,0,0,0,3.288971709,3.288971709,0,0,-0.014183661,3.06957955,0,3.06957955,3.39832,3.419476,-0.36269477,0
9/25/14 04:00,9/25/14,04:00:00,9.5,12.85,98.5009,0.017838366,1.1,5.124,0.563,0,0,0,0,3.251643359,3.251643359,0,0,-0.014616529,3.1125797,0,3.1125797,3.36747,3.383879,-1.3019199,0
9/25/14 05:00,9/25/14,05:00:00,9.4,12.6,99.095894,0.010685498,1.6,5.124,0.563,0,0,0,0,3.191454111,3.191454111,0,0,-0.014907844,3.09754785,0,3.09754785,3.32559,3.376116,-0.15416703,0
9/25/14 07:00,9/25/14,07:00:00,10.1,12.42,99.40322,0.00739587,1.4,5.124,0.564,85.45,187.68,179.31,6.53,3.334246731,-3.195753479,0.2276,1,0.29441622,-4.15390134,7.28786807,3.13396673,3.29291,3.486695,6.954305,6.3362
9/25/14 08:00,9/25/14,08:00:00,10.8,12.57,99.20029,0.01038975,1.4,5.124,0.564,159.723,351.06,336.58,11.31,3.460367852,-7.849632568,0.4393,1,0.5236556,-8.23926769,11.52448165,3.28521396,3.31458,3.591743,12.434891,10.753
9/25/14 09:00,9/25/14,09:00:00,11.7,12.98,96.89842,0.042801862,1.8,5.124,0.564,251.808,553.72,529.87,16.21,3.637076015,-12.57292307,0.6845,1,0.74873656,-12.42829274,15.84127876,3.41298602,3.37759,3.725779,16.268177,15.229
9/25/14 10:00,9/25/14,10:00:00,13,13.53,80.9013,0.287372978,1.6,5.124,0.564,314.904,692.75,659.54,19.17,3.849433586,-15.32056649,0.8497,1,0.90343994,-14.04992513,17.72299825,3.67307312,3.46329,3.917686,18.591444,17.815
9/25/14 11:00,9/25/14,11:00:00,13.7,13.87,74.00237,0.409695475,1.4,5.124,0.564,258.245,568.22,538.95,17.35,3.943221723,-13.40677866,0.7224,1,0.7747738,-11.14651397,15.02761273,3.88109876,3.51567,4.024849,16.626995,15.516
9/25/14 12:00,9/25/14,12:00:00,14.1,14.06,71.30084,0.464333253,1.6,5.124,0.563,246.774,543,514.76,16.91,3.990772205,-12.91922764,0.6943,1,0.6943173,-10.6091967,14.52581946,3.91662276,3.54403,4.089413,16.229162,15.017
9/25/14 13:00,9/25/14,13:00:00,14.2,13.99,72.197105,0.452797158,1.4,5.124,0.563,172.924,380.45,361.61,13.18,3.967939029,-9.212061277,0.4923,1,0.44945836,-7.550303,11.44805203,3.89774903,3.53054,4.111056,12.699336,11.449
9/25/14 14:00,9/25/14,14:00:00,14.1,13.8,75.8993,0.389933235,1.4,5.124,0.563,110.695,243.46,232.63,9.26,3.910242747,-5.349757482,0.3074,1,0.27491456,-4.04745579,7.89252934,3.84507355,3.4978,4.103946,8.994082,7.9121
9/25/14 15:00,9/25/14,15:00:00,14.3,13.77,76.70238,0.381923317,1.2,5.124,0.563,160.677,353.23,338.56,11.75,3.979026718,-7.770973282,0.452,1,0.4349308,-7.00702846,10.93725522,3.93022676,3.49079,4.140061,11.185294,10.792
9/25/14 16:00,9/25/14,16:00:00,14,13.61,77.10308,0.368028786,1.3,5.124,0.563,104.582,229.77,219.88,7.96,3.882538576,-4.077461462,0.2861,1,0.25538778,-3.66123896,7.44995426,3.7887153,3.463,4.104035,8.091264,7.5274
9/25/14 17:00,9/25/14,17:00:00,13,13.32,80.19682,0.297973128,1.2,5.124,0.563,35.251,77.38,73.57,,3.670764188,0.72076414,0.087,1,0.070698746,-0.39471139,3.89898633,3.50427494,3.41459,3.966771,2.2993712,2.7821
